vehicle_id,mode,time_s,x_m,y_m,speed_mps
36,bus,247.6,146.77,2.11,6.99
48,three_wheeler,247.67,193.97,6.28,6.47
78,car,247.75,38.54,0.55,9.63
83,three_wheeler,247.96,194.5,5.3,7.78
171,car,248.11,128.41,4.68,8.03
174,three_wheeler,248.17,197.23,4.27,6.57
16,two_wheeler,248.21,51.89,2.5,12.97
27,bus,248.36,159.4,5.29,6.64
36,bus,248.6,153.76,2.11,6.99
78,car,248.75,48.17,0.55,9.63
171,car,249.11,136.43,4.68,8.03
155,two_wheeler,249.19,0.0,5.24,12.84
16,two_wheeler,249.21,64.86,2.5,12.97
27,bus,249.36,166.04,5.29,6.64
36,bus,249.6,160.75,2.11,6.99
78,car,249.75,57.8,0.55,9.63
171,car,250.11,144.46,4.68,8.03
155,two_wheeler,250.19,12.84,5.24,12.84
16,two_wheeler,250.21,77.83,2.5,12.97
27,bus,250.36,172.68,5.29,6.64
36,bus,250.6,167.74,2.11,6.99
151,two_wheeler,250.73,0.0,0.62,9.06
78,car,250.75,67.44,0.55,9.63
38,two_wheeler,250.78,0.0,1.68,13.45
171,car,251.11,152.48,4.68,8.03
155,two_wheeler,251.19,25.67,5.24,12.84
16,two_wheeler,251.21,90.81,2.5,12.97
27,bus,251.36,179.32,5.29,6.64
36,bus,251.6,174.72,2.11,6.99
151,two_wheeler,251.73,9.06,0.62,9.06
78,car,251.75,77.07,0.55,9.63
38,two_wheeler,251.78,13.45,1.68,13.45
171,car,252.11,160.51,4.68,8.03
155,two_wheeler,252.19,38.51,5.24,12.84
16,two_wheeler,252.21,103.78,2.5,12.97
27,bus,252.36,185.96,5.29,6.64
36,bus,252.6,181.71,2.11,6.99
151,two_wheeler,252.73,18.12,0.62,9.06
78,car,252.75,86.7,0.55,9.63
38,two_wheeler,252.78,26.9,1.68,13.45
171,car,253.11,168.53,4.68,8.03
155,two_wheeler,253.19,51.35,5.24,12.84
16,two_wheeler,253.21,116.75,2.5,12.97
27,bus,253.36,192.6,5.29,6.64
36,bus,253.6,188.7,2.11,6.99
151,two_wheeler,253.73,27.19,0.62,9.06
78,car,253.75,96.34,0.55,9.63
38,two_wheeler,253.78,40.35,1.68,13.45
171,car,254.11,176.56,4.68,8.03
155,two_wheeler,254.19,64.19,5.24,12.84
16,two_wheeler,254.21,129.72,2.5,12.97
27,bus,254.36,199.25,5.29,6.64
36,bus,254.6,195.69,2.11,6.99
151,two_wheeler,254.73,36.25,0.62,9.06
78,car,254.75,105.97,0.55,9.63
38,two_wheeler,254.78,53.8,1.68,13.45
171,car,255.11,184.58,4.68,8.03
155,two_wheeler,255.19,77.02,5.24,12.84
16,two_wheeler,255.21,142.7,2.5,12.97
151,two_wheeler,255.73,45.31,0.62,9.06
78,car,255.75,115.61,0.55,9.63
38,two_wheeler,255.78,67.25,1.68,13.45
171,car,256.11,192.61,4.68,8.03
155,two_wheeler,256.19,89.86,5.24,12.84
16,two_wheeler,256.21,155.67,2.5,12.97
168,two_wheeler,256.59,0.0,6.28,9.04
151,two_wheeler,256.73,54.37,0.62,9.06
78,car,256.75,125.24,0.55,9.63
38,two_wheeler,256.78,80.7,1.68,13.45
155,two_wheeler,257.19,102.7,5.24,12.84
16,two_wheeler,257.21,168.64,2.5,12.97
168,two_wheeler,257.59,9.04,6.28,9.04
151,two_wheeler,257.73,63.43,0.62,9.06
78,car,257.75,134.87,0.55,9.63
38,two_wheeler,257.78,94.15,1.68,13.45
155,two_wheeler,258.19,115.53,5.24,12.84
16,two_wheeler,258.21,181.61,2.5,12.97
168,two_wheeler,258.59,18.08,6.28,9.04
151,two_wheeler,258.73,72.5,0.62,9.06
78,car,258.75,144.51,0.55,9.63
38,two_wheeler,258.78,107.6,1.68,13.45
155,two_wheeler,259.19,128.37,5.24,12.84
16,two_wheeler,259.21,194.59,2.5,12.97
168,two_wheeler,259.59,27.12,6.28,9.04
151,two_wheeler,259.73,81.56,0.62,9.06
78,car,259.75,154.14,0.55,9.63
38,two_wheeler,259.78,121.05,1.68,13.45
155,two_wheeler,260.19,141.21,5.24,12.84
168,two_wheeler,260.59,36.16,6.28,9.04
151,two_wheeler,260.73,90.62,0.62,9.06
78,car,260.75,163.78,0.55,9.63
38,two_wheeler,260.78,134.5,1.68,13.45
155,two_wheeler,261.19,154.05,5.24,12.84
168,two_wheeler,261.59,45.2,6.28,9.04
151,two_wheeler,261.73,99.68,0.62,9.06
78,car,261.75,173.41,0.55,9.63
38,two_wheeler,261.78,147.95,1.68,13.45
155,two_wheeler,262.19,166.88,5.24,12.84
168,two_wheeler,262.59,54.24,6.28,9.04
151,two_wheeler,262.73,108.74,0.62,9.06
78,car,262.75,183.04,0.55,9.63
38,two_wheeler,262.78,161.4,1.68,13.45
155,two_wheeler,263.19,179.72,5.24,12.84
168,two_wheeler,263.59,63.28,6.28,9.04
151,two_wheeler,263.73,117.81,0.62,9.06
78,car,263.75,192.68,0.55,9.63
38,two_wheeler,263.78,174.84,1.68,13.45
155,two_wheeler,264.19,192.56,5.24,12.84
68,two_wheeler,264.23,0.0,5.67,12.86
168,two_wheeler,264.59,72.32,6.28,9.04
151,two_wheeler,264.73,126.87,0.62,9.06
38,two_wheeler,264.78,188.29,1.68,13.45
68,two_wheeler,265.23,12.86,5.67,12.86
168,two_wheeler,265.59,81.36,6.28,9.04
151,two_wheeler,265.73,135.93,0.62,9.06
68,two_wheeler,266.23,25.71,5.67,12.86
168,two_wheeler,266.59,90.4,6.28,9.04
151,two_wheeler,266.73,144.99,0.62,9.06
68,two_wheeler,267.23,38.57,5.67,12.86
168,two_wheeler,267.59,99.44,6.28,9.04
151,two_wheeler,267.73,154.06,0.62,9.06
68,two_wheeler,268.23,51.42,5.67,12.86
168,two_wheeler,268.59,108.48,6.28,9.04
151,two_wheeler,268.73,163.12,0.62,9.06
68,two_wheeler,269.23,64.28,5.67,12.86
168,two_wheeler,269.59,117.52,6.28,9.04
151,two_wheeler,269.73,172.18,0.62,9.06
68,two_wheeler,270.23,77.14,5.67,12.86
168,two_wheeler,270.59,126.56,6.28,9.04
151,two_wheeler,270.73,181.24,0.62,9.06
68,two_wheeler,271.23,89.99,5.67,12.86
186,three_wheeler,271.24,0.0,3.52,9.74
168,two_wheeler,271.59,135.6,6.28,9.04
151,two_wheeler,271.73,190.3,0.62,9.06
68,two_wheeler,272.23,102.85,5.67,12.86
186,three_wheeler,272.24,9.74,3.52,9.74
168,two_wheeler,272.59,144.64,6.28,9.04
151,two_wheeler,272.73,199.37,0.62,9.06
68,two_wheeler,273.23,115.71,5.67,12.86
186,three_wheeler,273.24,19.48,3.52,9.74
168,two_wheeler,273.59,153.68,6.28,9.04
68,two_wheeler,274.23,128.56,5.67,12.86
186,three_wheeler,274.24,29.21,3.52,9.74
168,two_wheeler,274.59,162.72,6.28,9.04
68,two_wheeler,275.23,141.42,5.67,12.86
186,three_wheeler,275.24,38.95,3.52,9.74
168,two_wheeler,275.59,171.76,6.28,9.04
68,two_wheeler,276.23,154.27,5.67,12.86
186,three_wheeler,276.24,48.69,3.52,9.74
168,two_wheeler,276.59,180.8,6.28,9.04
68,two_wheeler,277.23,167.13,5.67,12.86
186,three_wheeler,277.24,58.43,3.52,9.74
168,two_wheeler,277.59,189.85,6.28,9.04
68,two_wheeler,278.23,179.99,5.67,12.86
186,three_wheeler,278.24,68.17,3.52,9.74
168,two_wheeler,278.59,198.89,6.28,9.04
68,two_wheeler,279.23,192.84,5.67,12.86
186,three_wheeler,279.24,77.9,3.52,9.74
186,three_wheeler,280.24,87.64,3.52,9.74
191,two_wheeler,280.55,0.0,5.21,9.49
186,three_wheeler,281.24,97.38,3.52,9.74
191,two_wheeler,281.55,9.49,5.21,9.49
186,three_wheeler,282.24,107.12,3.52,9.74
191,two_wheeler,282.55,18.98,5.21,9.49
186,three_wheeler,283.24,116.86,3.52,9.74
191,two_wheeler,283.55,28.47,5.21,9.49
186,three_wheeler,284.24,126.59,3.52,9.74
191,two_wheeler,284.55,37.96,5.21,9.49
64,car,285.23,0.0,3.9,8.02
186,three_wheeler,285.24,136.33,3.52,9.74
191,two_wheeler,285.55,47.45,5.21,9.49
64,car,286.23,8.02,3.9,8.02
186,three_wheeler,286.24,146.07,3.52,9.74
191,two_wheeler,286.55,56.95,5.21,9.49
64,car,287.23,16.03,3.9,8.02
186,three_wheeler,287.24,155.81,3.52,9.74
191,two_wheeler,287.55,66.44,5.21,9.49
64,car,288.23,24.05,3.9,8.02
186,three_wheeler,288.24,165.55,3.52,9.74
191,two_wheeler,288.55,75.93,5.21,9.49
64,car,289.23,32.07,3.9,8.02
186,three_wheeler,289.24,175.28,3.52,9.74
191,two_wheeler,289.55,85.42,5.21,9.49
161,two_wheeler,289.87,0.0,2.29,9.27
64,car,290.23,40.08,3.9,8.02
186,three_wheeler,290.24,185.02,3.52,9.74
191,two_wheeler,290.55,94.91,5.21,9.49
161,two_wheeler,290.87,9.27,2.29,9.27
64,car,291.23,48.1,3.9,8.02
186,three_wheeler,291.24,194.76,3.52,9.74
191,two_wheeler,291.55,104.4,5.21,9.49
161,two_wheeler,291.87,18.54,2.29,9.27
64,car,292.23,56.12,3.9,8.02
191,two_wheeler,292.55,113.89,5.21,9.49
22,two_wheeler,292.66,0.0,4.46,12.38
161,two_wheeler,292.87,27.81,2.29,9.27
64,car,293.23,64.14,3.9,8.02
191,two_wheeler,293.55,123.38,5.21,9.49
22,two_wheeler,293.66,12.38,4.46,12.38
161,two_wheeler,293.87,37.07,2.29,9.27
64,car,294.23,72.15,3.9,8.02
191,two_wheeler,294.55,132.87,5.21,9.49
22,two_wheeler,294.66,24.76,4.46,12.38
161,two_wheeler,294.87,46.34,2.29,9.27
64,car,295.23,80.17,3.9,8.02
191,two_wheeler,295.55,142.36,5.21,9.49
22,two_wheeler,295.66,37.13,4.46,12.38
105,two_wheeler,295.8,0.0,5.27,12.04
161,two_wheeler,295.87,55.61,2.29,9.27
64,car,296.23,88.19,3.9,8.02
191,two_wheeler,296.55,151.85,5.21,9.49
22,two_wheeler,296.66,49.51,4.46,12.38
105,two_wheeler,296.8,12.04,5.27,12.04
161,two_wheeler,296.87,64.88,2.29,9.27
64,car,297.23,96.2,3.9,8.02
191,two_wheeler,297.55,161.35,5.21,9.49
22,two_wheeler,297.66,61.89,4.46,12.38
105,two_wheeler,297.8,24.07,5.27,12.04
161,two_wheeler,297.87,74.15,2.29,9.27
64,car,298.23,104.22,3.9,8.02
191,two_wheeler,298.55,170.84,5.21,9.49
22,two_wheeler,298.66,74.27,4.46,12.38
105,two_wheeler,298.8,36.11,5.27,12.04
161,two_wheeler,298.87,83.42,2.29,9.27
64,car,299.23,112.24,3.9,8.02
191,two_wheeler,299.55,180.33,5.21,9.49
22,two_wheeler,299.66,86.64,4.46,12.38
105,two_wheeler,299.8,48.14,5.27,12.04
161,two_wheeler,299.87,92.69,2.29,9.27
64,car,300.23,120.25,3.9,8.02
191,two_wheeler,300.55,189.82,5.21,9.49
22,two_wheeler,300.66,99.02,4.46,12.38
105,two_wheeler,300.8,60.18,5.27,12.04
161,two_wheeler,300.87,101.96,2.29,9.27
64,car,301.23,128.27,3.9,8.02
189,car,301.42,0.0,5.56,7.84
191,two_wheeler,301.55,199.31,5.21,9.49
22,two_wheeler,301.66,111.4,4.46,12.38
105,two_wheeler,301.8,72.21,5.27,12.04
161,two_wheeler,301.87,111.22,2.29,9.27
64,car,302.23,136.29,3.9,8.02
189,car,302.42,7.84,5.56,7.84
22,two_wheeler,302.66,123.78,4.46,12.38
105,two_wheeler,302.8,84.25,5.27,12.04
161,two_wheeler,302.87,120.49,2.29,9.27
64,car,303.23,144.31,3.9,8.02
189,car,303.42,15.67,5.56,7.84
22,two_wheeler,303.66,136.15,4.46,12.38
105,two_wheeler,303.8,96.28,5.27,12.04
34,two_wheeler,303.85,0.0,2.26,13.66
161,two_wheeler,303.87,129.76,2.29,9.27
71,car,304.2,0.0,0.66,9.25
64,car,304.23,152.32,3.9,8.02
189,car,304.42,23.51,5.56,7.84
22,two_wheeler,304.66,148.53,4.46,12.38
105,two_wheeler,304.8,108.32,5.27,12.04
34,two_wheeler,304.85,13.66,2.26,13.66
161,two_wheeler,304.87,139.03,2.29,9.27
71,car,305.2,9.25,0.66,9.25
64,car,305.23,160.34,3.9,8.02
189,car,305.42,31.34,5.56,7.84
22,two_wheeler,305.66,160.91,4.46,12.38
105,two_wheeler,305.8,120.35,5.27,12.04
34,two_wheeler,305.85,27.31,2.26,13.66
161,two_wheeler,305.87,148.3,2.29,9.27
71,car,306.2,18.51,0.66,9.25
64,car,306.23,168.36,3.9,8.02
189,car,306.42,39.18,5.56,7.84
22,two_wheeler,306.66,173.29,4.46,12.38
105,two_wheeler,306.8,132.39,5.27,12.04
34,two_wheeler,306.85,40.97,2.26,13.66
161,two_wheeler,306.87,157.57,2.29,9.27
71,car,307.2,27.76,0.66,9.25
64,car,307.23,176.37,3.9,8.02
189,car,307.42,47.01,5.56,7.84
22,two_wheeler,307.66,185.66,4.46,12.38
105,two_wheeler,307.8,144.42,5.27,12.04
34,two_wheeler,307.85,54.63,2.26,13.66
161,two_wheeler,307.87,166.84,2.29,9.27
71,car,308.2,37.01,0.66,9.25
64,car,308.23,184.39,3.9,8.02
189,car,308.42,54.85,5.56,7.84
22,two_wheeler,308.66,198.04,4.46,12.38
105,two_wheeler,308.8,156.46,5.27,12.04
34,two_wheeler,308.85,68.29,2.26,13.66
161,two_wheeler,308.87,176.11,2.29,9.27
71,car,309.2,46.27,0.66,9.25
64,car,309.23,192.41,3.9,8.02
189,car,309.42,62.69,5.56,7.84
105,two_wheeler,309.8,168.49,5.27,12.04
34,two_wheeler,309.85,81.94,2.26,13.66
161,two_wheeler,309.87,185.37,2.29,9.27
71,car,310.2,55.52,0.66,9.25
189,car,310.42,70.52,5.56,7.84
105,two_wheeler,310.8,180.53,5.27,12.04
34,two_wheeler,310.85,95.6,2.26,13.66
161,two_wheeler,310.87,194.64,2.29,9.27
149,two_wheeler,311.1,0.0,3.32,13.38
71,car,311.2,64.77,0.66,9.25
189,car,311.42,78.36,5.56,7.84
105,two_wheeler,311.8,192.56,5.27,12.04
34,two_wheeler,311.85,109.26,2.26,13.66
149,two_wheeler,312.1,13.38,3.32,13.38
71,car,312.2,74.03,0.66,9.25
189,car,312.42,86.19,5.56,7.84
34,two_wheeler,312.85,122.92,2.26,13.66
149,two_wheeler,313.1,26.76,3.32,13.38
71,car,313.2,83.28,0.66,9.25
189,car,313.42,94.03,5.56,7.84
143,bus,313.43,0.0,5.49,7.06
34,two_wheeler,313.85,136.57,2.26,13.66
149,two_wheeler,314.1,40.14,3.32,13.38
71,car,314.2,92.53,0.66,9.25
189,car,314.42,101.86,5.56,7.84
143,bus,314.43,7.06,5.49,7.06
34,two_wheeler,314.85,150.23,2.26,13.66
149,two_wheeler,315.1,53.52,3.32,13.38
71,car,315.2,101.79,0.66,9.25
189,car,315.42,109.7,5.56,7.84
143,bus,315.43,14.11,5.49,7.06
34,two_wheeler,315.85,163.89,2.26,13.66
149,two_wheeler,316.1,66.9,3.32,13.38
71,car,316.2,111.04,0.66,9.25
189,car,316.42,117.53,5.56,7.84
143,bus,316.43,21.17,5.49,7.06
34,two_wheeler,316.85,177.55,2.26,13.66
149,two_wheeler,317.1,80.28,3.32,13.38
71,car,317.2,120.3,0.66,9.25
189,car,317.42,125.37,5.56,7.84
143,bus,317.43,28.22,5.49,7.06
34,two_wheeler,317.85,191.2,2.26,13.66
149,two_wheeler,318.1,93.67,3.32,13.38
71,car,318.2,129.55,0.66,9.25
189,car,318.42,133.21,5.56,7.84
143,bus,318.43,35.28,5.49,7.06
149,two_wheeler,319.1,107.05,3.32,13.38
71,car,319.2,138.8,0.66,9.25
189,car,319.42,141.04,5.56,7.84
143,bus,319.43,42.34,5.49,7.06
149,two_wheeler,320.1,120.43,3.32,13.38
71,car,320.2,148.06,0.66,9.25
189,car,320.42,148.88,5.56,7.84
143,bus,320.43,49.39,5.49,7.06
149,two_wheeler,321.1,133.81,3.32,13.38
71,car,321.2,157.31,0.66,9.25
189,car,321.42,156.71,5.56,7.84
143,bus,321.43,56.45,5.49,7.06
149,two_wheeler,322.1,147.19,3.32,13.38
71,car,322.2,166.56,0.66,9.25
137,car,322.35,0.0,4.7,7.68
189,car,322.42,164.55,5.56,7.84
143,bus,322.43,63.5,5.49,7.06
149,two_wheeler,323.1,160.57,3.32,13.38
71,car,323.2,175.82,0.66,9.25
137,car,323.35,7.68,4.7,7.68
189,car,323.42,172.38,5.56,7.84
143,bus,323.43,70.56,5.49,7.06
149,two_wheeler,324.1,173.95,3.32,13.38
74,car,324.17,0.0,3.66,7.76
71,car,324.2,185.07,0.66,9.25
137,car,324.35,15.36,4.7,7.68
189,car,324.42,180.22,5.56,7.84
143,bus,324.43,77.62,5.49,7.06
149,two_wheeler,325.1,187.33,3.32,13.38
74,car,325.17,7.76,3.66,7.76
71,car,325.2,194.32,0.66,9.25
137,car,325.35,23.04,4.7,7.68
189,car,325.42,188.06,5.56,7.84
143,bus,325.43,84.67,5.49,7.06
74,car,326.17,15.52,3.66,7.76
137,car,326.35,30.73,4.7,7.68
189,car,326.42,195.89,5.56,7.84
143,bus,326.43,91.73,5.49,7.06
165,two_wheeler,326.77,0.0,4.0,11.88
74,car,327.17,23.29,3.66,7.76
137,car,327.35,38.41,4.7,7.68
143,bus,327.43,98.78,5.49,7.06
165,two_wheeler,327.77,11.88,4.0,11.88
74,car,328.17,31.05,3.66,7.76
137,car,328.35,46.09,4.7,7.68
143,bus,328.43,105.84,5.49,7.06
165,two_wheeler,328.77,23.75,4.0,11.88
74,car,329.17,38.81,3.66,7.76
137,car,329.35,53.77,4.7,7.68
143,bus,329.43,112.9,5.49,7.06
165,two_wheeler,329.77,35.63,4.0,11.88
74,car,330.17,46.57,3.66,7.76
137,car,330.35,61.45,4.7,7.68
143,bus,330.43,119.95,5.49,7.06
165,two_wheeler,330.77,47.5,4.0,11.88
74,car,331.17,54.34,3.66,7.76
137,car,331.35,69.13,4.7,7.68
143,bus,331.43,127.01,5.49,7.06
165,two_wheeler,331.77,59.38,4.0,11.88
157,car,332.02,0.0,5.23,9.78
74,car,332.17,62.1,3.66,7.76
137,car,332.35,76.81,4.7,7.68
143,bus,332.43,134.06,5.49,7.06
165,two_wheeler,332.77,71.25,4.0,11.88
157,car,333.02,9.78,5.23,9.78
74,car,333.17,69.86,3.66,7.76
137,car,333.35,84.49,4.7,7.68
143,bus,333.43,141.12,5.49,7.06
165,two_wheeler,333.77,83.13,4.0,11.88
157,car,334.02,19.55,5.23,9.78
74,car,334.17,77.62,3.66,7.76
137,car,334.35,92.18,4.7,7.68
143,bus,334.43,148.18,5.49,7.06
165,two_wheeler,334.77,95.0,4.0,11.88
157,car,335.02,29.33,5.23,9.78
74,car,335.17,85.39,3.66,7.76
137,car,335.35,99.86,4.7,7.68
143,bus,335.43,155.23,5.49,7.06
165,two_wheeler,335.77,106.88,4.0,11.88
157,car,336.02,39.1,5.23,9.78
74,car,336.17,93.15,3.66,7.76
137,car,336.35,107.54,4.7,7.68
143,bus,336.43,162.29,5.49,7.06
165,two_wheeler,336.77,118.76,4.0,11.88
157,car,337.02,48.88,5.23,9.78
74,car,337.17,100.91,3.66,7.76
137,car,337.35,115.22,4.7,7.68
117,bus,337.38,0.0,6.08,6.14
143,bus,337.43,169.34,5.49,7.06
165,two_wheeler,337.77,130.63,4.0,11.88
157,car,338.02,58.65,5.23,9.78
74,car,338.17,108.67,3.66,7.76
137,car,338.35,122.9,4.7,7.68
117,bus,338.38,6.14,6.08,6.14
143,bus,338.43,176.4,5.49,7.06
165,two_wheeler,338.77,142.51,4.0,11.88
157,car,339.02,68.43,5.23,9.78
74,car,339.17,116.44,3.66,7.76
137,car,339.35,130.58,4.7,7.68
117,bus,339.38,12.29,6.08,6.14
143,bus,339.43,183.45,5.49,7.06
165,two_wheeler,339.77,154.38,4.0,11.88
157,car,340.02,78.2,5.23,9.78
74,car,340.17,124.2,3.66,7.76
137,car,340.35,138.26,4.7,7.68
117,bus,340.38,18.43,6.08,6.14
143,bus,340.43,190.51,5.49,7.06
165,two_wheeler,340.77,166.26,4.0,11.88
157,car,341.02,87.98,5.23,9.78
74,car,341.17,131.96,3.66,7.76
137,car,341.35,145.95,4.7,7.68
117,bus,341.38,24.57,6.08,6.14
143,bus,341.43,197.57,5.49,7.06
165,two_wheeler,341.77,178.13,4.0,11.88
157,car,342.02,97.75,5.23,9.78
74,car,342.17,139.72,3.66,7.76
137,car,342.35,153.63,4.7,7.68
117,bus,342.38,30.71,6.08,6.14
165,two_wheeler,342.77,190.01,4.0,11.88
131,three_wheeler,342.8,0.0,5.89,10.85
157,car,343.02,107.53,5.23,9.78
74,car,343.17,147.48,3.66,7.76
137,car,343.35,161.31,4.7,7.68
117,bus,343.38,36.86,6.08,6.14
131,three_wheeler,343.8,10.85,5.89,10.85
157,car,344.02,117.3,5.23,9.78
74,car,344.17,155.25,3.66,7.76
137,car,344.35,168.99,4.7,7.68
117,bus,344.38,43.0,6.08,6.14
131,three_wheeler,344.8,21.7,5.89,10.85
157,car,345.02,127.08,5.23,9.78
74,car,345.17,163.01,3.66,7.76
137,car,345.35,176.67,4.7,7.68
117,bus,345.38,49.14,6.08,6.14
131,three_wheeler,345.8,32.55,5.89,10.85
157,car,346.02,136.85,5.23,9.78
74,car,346.17,170.77,3.66,7.76
137,car,346.35,184.35,4.7,7.68
117,bus,346.38,55.29,6.08,6.14
131,three_wheeler,346.8,43.4,5.89,10.85
157,car,347.02,146.63,5.23,9.78
74,car,347.17,178.53,3.66,7.76
137,car,347.35,192.03,4.7,7.68
117,bus,347.38,61.43,6.08,6.14
92,bus,347.49,0.0,6.34,8.84
131,three_wheeler,347.8,54.25,5.89,10.85
157,car,348.02,156.4,5.23,9.78
45,car,348.06,0.0,0.96,12.62
74,car,348.17,186.3,3.66,7.76
137,car,348.35,199.71,4.7,7.68
117,bus,348.38,67.57,6.08,6.14
92,bus,348.49,8.84,6.34,8.84
131,three_wheeler,348.8,65.1,5.89,10.85
157,car,349.02,166.18,5.23,9.78
45,car,349.06,12.62,0.96,12.62
74,car,349.17,194.06,3.66,7.76
117,bus,349.38,73.71,6.08,6.14
92,bus,349.49,17.69,6.34,8.84
131,three_wheeler,349.8,75.95,5.89,10.85
157,car,350.02,175.95,5.23,9.78
45,car,350.06,25.24,0.96,12.62
117,bus,350.38,79.86,6.08,6.14
92,bus,350.49,26.53,6.34,8.84
131,three_wheeler,350.8,86.8,5.89,10.85
157,car,351.02,185.73,5.23,9.78
45,car,351.06,37.86,0.96,12.62
117,bus,351.38,86.0,6.08,6.14
92,bus,351.49,35.38,6.34,8.84
131,three_wheeler,351.8,97.65,5.89,10.85
157,car,352.02,195.5,5.23,9.78
45,car,352.06,50.48,0.96,12.62
117,bus,352.38,92.14,6.08,6.14
92,bus,352.49,44.22,6.34,8.84
131,three_wheeler,352.8,108.5,5.89,10.85
45,car,353.06,63.1,0.96,12.62
117,bus,353.38,98.29,6.08,6.14
92,bus,353.49,53.07,6.34,8.84
131,three_wheeler,353.8,119.35,5.89,10.85
45,car,354.06,75.72,0.96,12.62
117,bus,354.38,104.43,6.08,6.14
92,bus,354.49,61.91,6.34,8.84
131,three_wheeler,354.8,130.19,5.89,10.85
45,car,355.06,88.34,0.96,12.62
117,bus,355.38,110.57,6.08,6.14
92,bus,355.49,70.76,6.34,8.84
131,three_wheeler,355.8,141.04,5.89,10.85
45,car,356.06,100.96,0.96,12.62
117,bus,356.38,116.71,6.08,6.14
92,bus,356.49,79.6,6.34,8.84
131,three_wheeler,356.8,151.89,5.89,10.85
45,car,357.06,113.58,0.96,12.62
117,bus,357.38,122.86,6.08,6.14
92,bus,357.49,88.45,6.34,8.84
194,two_wheeler,357.56,0.0,1.05,12.78
131,three_wheeler,357.8,162.74,5.89,10.85
45,car,358.06,126.2,0.96,12.62
170,two_wheeler,358.07,0.0,6.06,13.82
117,bus,358.38,129.0,6.08,6.14
92,bus,358.49,97.29,6.34,8.84
194,two_wheeler,358.56,12.78,1.05,12.78
131,three_wheeler,358.8,173.59,5.89,10.85
45,car,359.06,138.82,0.96,12.62
170,two_wheeler,359.07,13.82,6.06,13.82
117,bus,359.38,135.14,6.08,6.14
92,bus,359.49,106.14,6.34,8.84
194,two_wheeler,359.56,25.57,1.05,12.78
131,three_wheeler,359.8,184.44,5.89,10.85
45,car,360.06,151.44,0.96,12.62
170,two_wheeler,360.07,27.63,6.06,13.82
117,bus,360.38,141.29,6.08,6.14
92,bus,360.49,114.98,6.34,8.84
194,two_wheeler,360.56,38.35,1.05,12.78
131,three_wheeler,360.8,195.29,5.89,10.85
45,car,361.06,164.06,0.96,12.62
170,two_wheeler,361.07,41.45,6.06,13.82
117,bus,361.38,147.43,6.08,6.14
92,bus,361.49,123.83,6.34,8.84
194,two_wheeler,361.56,51.14,1.05,12.78
45,car,362.06,176.69,0.96,12.62
170,two_wheeler,362.07,55.27,6.06,13.82
117,bus,362.38,153.57,6.08,6.14
92,bus,362.49,132.67,6.34,8.84
194,two_wheeler,362.56,63.92,1.05,12.78
45,car,363.06,189.31,0.96,12.62
170,two_wheeler,363.07,69.08,6.06,13.82
117,bus,363.38,159.71,6.08,6.14
92,bus,363.49,141.52,6.34,8.84
194,two_wheeler,363.56,76.7,1.05,12.78
170,two_wheeler,364.07,82.9,6.06,13.82
117,bus,364.38,165.86,6.08,6.14
92,bus,364.49,150.36,6.34,8.84
194,two_wheeler,364.56,89.49,1.05,12.78
170,two_wheeler,365.07,96.72,6.06,13.82
117,bus,365.38,172.0,6.08,6.14
92,bus,365.49,159.21,6.34,8.84
194,two_wheeler,365.56,102.27,1.05,12.78
170,two_wheeler,366.07,110.53,6.06,13.82
117,bus,366.38,178.14,6.08,6.14
92,bus,366.49,168.05,6.34,8.84
194,two_wheeler,366.56,115.05,1.05,12.78
170,two_wheeler,367.07,124.35,6.06,13.82
117,bus,367.38,184.29,6.08,6.14
92,bus,367.49,176.9,6.34,8.84
194,two_wheeler,367.56,127.84,1.05,12.78
170,two_wheeler,368.07,138.17,6.06,13.82
117,bus,368.38,190.43,6.08,6.14
92,bus,368.49,185.74,6.34,8.84
194,two_wheeler,368.56,140.62,1.05,12.78
170,two_wheeler,369.07,151.99,6.06,13.82
117,bus,369.38,196.57,6.08,6.14
92,bus,369.49,194.58,6.34,8.84
194,two_wheeler,369.56,153.41,1.05,12.78
170,two_wheeler,370.07,165.8,6.06,13.82
194,two_wheeler,370.56,166.19,1.05,12.78
179,three_wheeler,370.66,0.0,6.51,7.74
170,two_wheeler,371.07,179.62,6.06,13.82
194,two_wheeler,371.56,178.97,1.05,12.78
179,three_wheeler,371.66,7.74,6.51,7.74
170,two_wheeler,372.07,193.44,6.06,13.82
194,two_wheeler,372.56,191.76,1.05,12.78
179,three_wheeler,372.66,15.49,6.51,7.74
179,three_wheeler,373.66,23.23,6.51,7.74
179,three_wheeler,374.66,30.98,6.51,7.74
179,three_wheeler,375.66,38.72,6.51,7.74
179,three_wheeler,376.66,46.47,6.51,7.74
179,three_wheeler,377.66,54.21,6.51,7.74
179,three_wheeler,378.66,61.95,6.51,7.74
179,three_wheeler,379.66,69.7,6.51,7.74
179,three_wheeler,380.66,77.44,6.51,7.74
179,three_wheeler,381.66,85.19,6.51,7.74
179,three_wheeler,382.66,92.93,6.51,7.74
179,three_wheeler,383.66,100.68,6.51,7.74
32,two_wheeler,384.4,0.0,6.03,12.91
179,three_wheeler,384.66,108.42,6.51,7.74
25,three_wheeler,384.79,0.0,0.76,6.13
32,two_wheeler,385.4,12.91,6.03,12.91
179,three_wheeler,385.66,116.17,6.51,7.74
